"","LEP","UHY","site","year"
"703",0.282469171196,0.12618869318,"MI27",2001
"704",0.052375,0.0419375,"MI27",2002
"705",0.248965828098,0.0188993010511,"MI27",2003
"706",1.67619059877,0.058495368863,"MI27",2004
"707",1.00325225568,0.348734148203,"MI27",2005
"708",0.00974555681805,NA,"MI27",2006
"709",0.689162724177,0.150282680823,"MI27",2007
"710",0.500979450746,0.150151218131,"MI27",2008
"711",0.225988093156,0.0214320961464,"MI27",2009
"712",NA,0.599528698878,"MI27",2010
"713",0.202581796203,0.0597793666035,"MI27",2011
"714",NA,NA,"MI27",2012
"715",NA,NA,"MI27",2013
"716",NA,NA,"MI30",1999
"717",NA,NA,"MI30",2000
"718",NA,NA,"MI30",2001
"719",NA,NA,"MI30",2002
"720",NA,NA,"MI30",2003
"721",NA,NA,"MI30",2004
"722",NA,NA,"MI30",2005
"723",NA,NA,"MI30",2006
"724",NA,NA,"MI30",2007
"725",NA,NA,"MI30",2008
"726",NA,NA,"MI30",2009
"727",NA,NA,"MI30",2010
"728",NA,NA,"MI30",2011
"729",NA,NA,"MI30",2012
"730",NA,NA,"MI30",2013
"731",NA,NA,"MI31",1999
"732",NA,NA,"MI31",2001
"733",NA,NA,"MI31",2002
"734",NA,NA,"MI31",2003
"735",NA,NA,"MI31",2004
"736",NA,NA,"MI31",2005
"737",NA,NA,"MI31",2006
"738",NA,NA,"MI31",2007
"739",NA,NA,"MI31",2008
"740",NA,NA,"MI31",2009
"741",NA,NA,"MI31",2010
"742",NA,NA,"MI31",2012
"743",NA,NA,"MI31",2013
"744",0.0079055456352,NA,"MI32",1998
"745",NA,0.726160540251,"MI32",2000
"746",NA,0.0935232756057,"MI32",2001
"747",NA,0.1088125,"MI32",2002
"748",1.70960492482,NA,"MI32",2003
"749",NA,NA,"MI32",2004
"750",2.6770425653,NA,"MI32",2005
"751",0.335975226053,NA,"MI32",2006
"752",NA,NA,"MI32",2007
"753",NA,NA,"MI32",2008
"754",NA,NA,"MI32",2009
"755",NA,NA,"MI32",2010
"756",NA,NA,"MI32",2011
"757",NA,NA,"MI32",2012
"758",NA,NA,"MI32",2013
"759",0.125303683373,0.0404062815665,"MI34",1998
"760",NA,NA,"MI34",2000
"761",NA,0.0213739962184,"MI34",2001
"762",NA,0.129025,"MI34",2002
"763",0.115425905525,NA,"MI34",2003
"764",NA,NA,"MI34",2004
"765",0.0888281482909,NA,"MI34",2005
"766",-0.0327709680766,NA,"MI34",2006
"767",NA,NA,"MI34",2007
"768",NA,NA,"MI34",2008
"769",NA,NA,"MI34",2009
"770",NA,NA,"MI34",2010
"771",NA,NA,"MI34",2012
"772",NA,NA,"MI34",2013
"773",0.0106739439174,NA,"MI40",1998
"774",0.0100608757211,NA,"MI40",1999
"775",0.00121143308546,0.019992766953,"MI40",2000
"776",NA,0.00620961940777,"MI40",2001
"777",NA,0.2554875,"MI40",2002
"778",0.00688576214557,NA,"MI40",2003
"779",0.582095353093,NA,"MI40",2004
"780",0.0426344613027,NA,"MI40",2005
"781",0.0612058199824,NA,"MI40",2006
"782",NA,NA,"MI40",2007
"783",NA,NA,"MI40",2008
"784",NA,NA,"MI40",2009
"785",NA,NA,"MI40",2010
"786",NA,NA,"MI40",2011
"787",NA,NA,"MI40",2012
"788",NA,NA,"MI40",2013
"789",1.16350198699,NA,"MI41",1998
"790",0.000944669914105,NA,"MI41",1999
"791",0.0747553454045,0.0138542893219,"MI41",2000
"792",-0.00131035533906,0.195088499295,"MI41",2001
"793",0.2309125,0.1766875,"MI41",2002
"794",1.14720808364,0.0255762563133,"MI41",2003
"795",0.797054475323,0.13952760191,"MI41",2004
"796",0.0569627589243,NA,"MI41",2005
"797",1.17638752163,0.0626292428778,"MI41",2006
"798",0.818946408285,0.0705868326593,"MI41",2007
"799",0.118373709462,NA,"MI41",2008
"800",2.67220221534,0.0409168036057,"MI41",2009
"801",NA,NA,"MI41",2010
"802",1.89060814134,0.237665956468,"MI41",2011
"803",NA,NA,"MI41",2012
"804",NA,NA,"MI41",2013
"805",NA,NA,"MI42",1999
"806",NA,NA,"MI42",2000
"807",NA,NA,"MI42",2001
"808",NA,NA,"MI42",2002
"809",NA,NA,"MI42",2003
"810",NA,NA,"MI42",2004
"811",NA,NA,"MI42",2005
"812",NA,NA,"MI42",2006
"813",NA,NA,"MI42",2007
"814",NA,NA,"MI42",2008
"815",NA,NA,"MI42",2009
"816",NA,NA,"MI42",2010
"817",NA,NA,"MI42",2011
"818",NA,NA,"MI42",2012
"819",NA,NA,"MI42",2013
"820",NA,NA,"MI46",1998
"821",NA,NA,"MI46",1999
"822",NA,NA,"MI46",2000
"823",NA,NA,"MI46",2001
"824",NA,NA,"MI46",2002
"825",NA,NA,"MI46",2003
"826",NA,NA,"MI46",2004
"827",NA,NA,"MI46",2005
"828",NA,NA,"MI46",2006
"829",NA,NA,"MI46",2007
"830",NA,NA,"MI46",2008
"831",NA,NA,"MI46",2009
"832",NA,NA,"MI46",2010
"833",NA,NA,"MI46",2011
"834",NA,NA,"MI46",2012
"835",NA,NA,"MI46",2013
"836",0.0115251262659,0.439947019292,"MI47",1998
"837",0.0976686954556,NA,"MI47",1999
"838",NA,NA,"MI47",2000
"839",NA,0.19031554384,"MI47",2001
"840",NA,0.0618625,"MI47",2002
"841",0.141963243046,NA,"MI47",2003
"842",0.978672287143,NA,"MI47",2004
"843",0.23559314276,NA,"MI47",2005
"844",0.0764141742739,NA,"MI47",2006
"845",NA,NA,"MI47",2007
"846",NA,NA,"MI47",2008
"847",NA,NA,"MI47",2009
"848",NA,NA,"MI47",2010
"849",0.04162018082,NA,"MI47",2011
"850",NA,NA,"MI47",2012
"851",NA,NA,"MI47",2013
"852",NA,NA,"MI48",1998
"853",NA,NA,"MI48",1999
"854",NA,NA,"MI48",2000
"855",NA,NA,"MI48",2001
"856",NA,NA,"MI48",2002
"857",NA,NA,"MI48",2003
"858",NA,NA,"MI48",2004
"859",NA,NA,"MI48",2005
"860",NA,NA,"MI48",2006
"861",NA,NA,"MI48",2007
"862",NA,NA,"MI48",2008
"863",NA,NA,"MI48",2009
"864",NA,NA,"MI48",2010
"865",NA,NA,"MI48",2011
"866",NA,NA,"MI48",2012
"867",NA,NA,"MI48",2013
"868",NA,NA,"MI49",1999
"869",NA,NA,"MI49",2000
"870",NA,NA,"MI49",2001
"871",NA,NA,"MI49",2002
"872",NA,NA,"MI49",2003
"873",NA,NA,"MI49",2004
"874",NA,NA,"MI49",2005
"875",NA,NA,"MI49",2006
"876",NA,NA,"MI49",2007
"877",NA,NA,"MI49",2008
"878",NA,NA,"MI49",2009
"879",NA,NA,"MI49",2010
"880",NA,NA,"MI49",2011
"881",NA,NA,"MI49",2012
"882",NA,NA,"MI49",2013
"883",NA,NA,"MI50",1999
"884",NA,NA,"MI50",2000
"885",NA,NA,"MI50",2001
"886",NA,NA,"MI50",2002
"887",NA,NA,"MI50",2003
"888",NA,NA,"MI50",2004
"889",NA,NA,"MI50",2005
"890",NA,NA,"MI50",2006
"891",NA,NA,"MI50",2007
"892",NA,NA,"MI50",2008
"893",NA,NA,"MI50",2009
"894",NA,NA,"MI50",2010
"895",NA,NA,"MI50",2011
"896",NA,NA,"MI50",2012
"897",NA,NA,"MI50",2013
"898",NA,NA,"MI51",1999
"899",NA,NA,"MI51",2000
"900",NA,NA,"MI51",2001
"901",NA,NA,"MI51",2002
"902",NA,NA,"MI51",2003
"903",NA,NA,"MI51",2004
"904",NA,NA,"MI51",2005
"905",NA,NA,"MI51",2006
"906",NA,NA,"MI51",2007
"907",NA,NA,"MI51",2008
"908",NA,NA,"MI51",2009
"909",NA,NA,"MI51",2010
"910",NA,NA,"MI51",2011
"911",NA,NA,"MI51",2012
"912",NA,NA,"MI51",2013
"913",NA,NA,"MI52",1999
"914",NA,NA,"MI52",2000
"915",NA,NA,"MI52",2001
"916",NA,NA,"MI52",2002
"917",NA,NA,"MI52",2003
"918",NA,NA,"MI52",2004
"919",NA,NA,"MI52",2005
"920",NA,NA,"MI52",2006
"921",NA,NA,"MI52",2007
"922",NA,NA,"MI52",2008
"923",NA,NA,"MI52",2009
"924",NA,NA,"MI52",2010
"925",NA,NA,"MI52",2011
"926",NA,NA,"MI52",2012
"927",NA,NA,"MI52",2013
"928",NA,NA,"MI53",1999
"929",NA,NA,"MI53",2000
"930",NA,NA,"MI53",2001
"931",NA,NA,"MI53",2002
"932",NA,NA,"MI53",2003
"933",NA,NA,"MI53",2004
"934",NA,NA,"MI53",2005
"935",NA,NA,"MI53",2006
"936",NA,NA,"MI53",2007
"937",NA,NA,"MI53",2008
"938",NA,NA,"MI53",2009
"939",NA,NA,"MI53",2010
"940",NA,NA,"MI53",2011
"941",NA,NA,"MI53",2012
"942",NA,NA,"MI53",2013
"943",0.911353350532,NA,"ON12",1998
"944",0.96163634643,0.0147126524164,"ON12",1999
"945",0.172074353352,0.254367551404,"ON12",2000
"946",NA,0.41261444443,"ON12",2001
"947",NA,0.2048875,"ON12",2002
"948",0.532721487309,NA,"ON12",2003
"949",0.136563568003,NA,"ON12",2004
"950",NA,NA,"ON12",2005
"951",0.0344345930728,NA,"ON12",2006
"952",0.791609315219,NA,"ON12",2007
"953",NA,NA,"ON12",2008
"954",NA,NA,"ON12",2009
"955",NA,NA,"ON12",2010
"956",NA,NA,"ON12",2011
"957",NA,NA,"ON12",2012
"958",NA,NA,"ON12",2013
"959",1.79539903583,0.0796645553775,"ON25",1998
"960",2.21473489623,NA,"ON25",1999
"961",0.247952207794,0.166349390335,"ON25",2000
"962",NA,0.383006133637,"ON25",2001
"963",NA,0.29755,"ON25",2002
"964",0.25779672715,NA,"ON25",2004
"965",0.209958778988,NA,"ON25",2005
"966",0.206841116111,NA,"ON25",2006
"967",0.40408587288,NA,"ON25",2007
"968",NA,NA,"ON25",2008
"969",NA,NA,"ON25",2009
"970",NA,NA,"ON25",2010
"971",NA,NA,"ON25",2011
"972",NA,NA,"ON25",2012
"973",NA,NA,"ON25",2013
"974",0.0458943254707,0.131276293296,"ON33",1998
"975",1.76275967959,NA,"ON33",1999
"976",NA,0.0844449964106,"ON33",2000
"977",0.237766308869,0.428133935778,"ON33",2001
"978",NA,0.0539625,"ON33",2002
"979",1.0219455739,NA,"ON33",2003
"980",0.0779873629022,0.0344962310601,"ON33",2004
"981",3.53648810161,0.0604848502572,"ON33",2005
"982",1.01011283839,0.110060739673,"ON33",2006
"983",0.512244906664,0.0278617826561,"ON33",2007
"984",NA,0.0988092460467,"ON33",2008
"985",0.13167200485,0.0569178579442,"ON33",2009
"986",0.0645161806235,NA,"ON33",2011
"987",NA,NA,"ON33",2012
"988",NA,NA,"ON33",2013
"989",-0.00143470869124,0.10751952833,"ON41",1998
"990",0.223164564351,NA,"ON41",1999
"991",0.399496256441,0.230688982694,"ON41",2000
"992",NA,0.541143493911,"ON41",2001
"993",NA,NA,"ON41",2002
"994",0.992360636968,NA,"ON41",2004
"995",-0.0719500958636,NA,"ON41",2005
"996",0.280189226781,NA,"ON41",2006
"997",0.0199918850858,NA,"ON41",2007
"998",NA,NA,"ON41",2008
"999",NA,NA,"ON41",2009
"1000",NA,NA,"ON41",2010
"1001",NA,NA,"ON41",2011
"1002",NA,NA,"ON41",2012
"1003",NA,NA,"ON41",2013
"1004",0.182607633508,NA,"ON49",1998
"1005",0.631468585823,NA,"ON49",1999
"1006",NA,NA,"ON49",2000
"1007",NA,NA,"ON49",2001
"1008",NA,0.457775,"ON49",2002
"1009",NA,NA,"ON49",2003
"1010",0.169288912447,NA,"ON49",2004
"1011",1.33000172991,NA,"ON49",2005
"1012",0.027750492248,NA,"ON49",2006
"1013",NA,NA,"ON49",2007
"1014",NA,NA,"ON49",2008
"1015",NA,NA,"ON49",2009
"1016",NA,NA,"ON49",2010
"1017",NA,NA,"ON49",2011
"1018",NA,NA,"ON49",2012
"1019",NA,NA,"ON49",2013
"1020",0.000865165042981,0.00594267766953,"ON55",1998
"1021",3.83883476616e-05,0.0967603553391,"ON55",1999
"1022",NA,0.732430856813,"ON55",2000
"1023",0.110465140751,0.27646617517,"ON55",2001
"1024",-0.02195,0.143525,"ON55",2002
"1025",0.414183412767,0.176381460133,"ON55",2003
"1026",0.162298199013,0.0816727922061,"ON55",2004
"1027",3.23081702959,0.158877413232,"ON55",2005
"1028",0.0727432644053,0.341591054178,"ON55",2006
"1029",0.0494180715832,-0.000425946641357,"ON55",2007
"1030",-0.00133679761532,0.0483530202512,"ON55",2008
"1031",0.00332381290978,0.0430995258337,"ON55",2009
"1032",NA,0.0261663552288,"ON55",2010
"1033",0.360873191826,NA,"ON55",2011
"1034",NA,NA,"ON55",2012
"1035",NA,NA,"ON55",2013
"1036",0.0170533964875,0.0303997474683,"ON60",1998
"1037",0.000979853031467,0.141921372645,"ON60",1999
"1038",0.00744956890145,NA,"ON60",2000
"1039",NA,0.312614102615,"ON60",2001
"1040",NA,1.715075,"ON60",2002
"1041",0.532401528969,NA,"ON60",2003
"1042",0.0137034641072,NA,"ON60",2004
"1043",0.269694563077,NA,"ON60",2005
"1044",0.00399649086641,NA,"ON60",2006
"1045",0.0851517411835,NA,"ON60",2007
"1046",NA,NA,"ON60",2008
"1047",NA,NA,"ON60",2009
"1048",NA,NA,"ON60",2010
"1049",NA,NA,"ON60",2011
"1050",NA,NA,"ON60",2012
"1051",NA,NA,"ON60",2013
"1052",0.376061383413,0.0372314971157,"ON63",1998
"1053",0.0138446329317,0.790650363479,"ON63",1999
"1054",0.27067930464,NA,"ON63",2000
"1055",NA,1.1187834793,"ON63",2001
"1056",NA,1.0339625,"ON63",2002
"1057",0.417896966991,NA,"ON63",2003
"1058",0.0599803517497,NA,"ON63",2004
"1059",0.756196334499,NA,"ON63",2005
"1060",0.00535421035183,NA,"ON63",2006
"1061",0.0853578517792,NA,"ON63",2007
"1062",NA,NA,"ON63",2008
"1063",NA,NA,"ON63",2009
"1064",NA,NA,"ON63",2010
"1065",NA,NA,"ON63",2011
"1066",NA,NA,"ON63",2012
"1067",NA,NA,"ON63",2013
"1068",NA,NA,"ON64",1998
"1069",NA,NA,"ON64",2000
"1070",NA,NA,"ON64",2001
"1071",NA,NA,"ON64",2002
"1072",NA,NA,"ON64",2003
"1073",NA,NA,"ON64",2004
"1074",NA,NA,"ON64",2005
"1075",NA,NA,"ON64",2006
"1076",NA,NA,"ON64",2007
"1077",NA,NA,"ON64",2008
"1078",NA,NA,"ON64",2009
"1079",NA,NA,"ON64",2010
"1080",NA,NA,"ON64",2011
"1081",NA,NA,"ON64",2013
"1082",NA,NA,"ON65",1998
"1083",NA,NA,"ON65",2000
"1084",NA,NA,"ON65",2001
"1085",NA,NA,"ON65",2002
"1086",NA,NA,"ON65",2003
"1087",NA,NA,"ON65",2004
"1088",NA,NA,"ON65",2005
"1089",NA,NA,"ON65",2006
"1090",NA,NA,"ON65",2007
"1091",NA,NA,"ON65",2008
"1092",NA,NA,"ON65",2009
"1093",NA,NA,"ON65",2010
"1094",NA,NA,"ON65",2011
"1095",NA,NA,"ON65",2012
"1096",NA,NA,"ON65",2013
"1097",NA,NA,"ON67",2000
"1098",NA,NA,"ON67",2001
"1099",NA,NA,"ON67",2002
"1100",NA,NA,"ON67",2003
"1101",NA,NA,"ON67",2004
"1102",NA,NA,"ON67",2005
"1103",NA,NA,"ON67",2006
"1104",NA,NA,"ON67",2007
"1105",NA,NA,"ON67",2009
"1106",NA,NA,"ON67",2010
"1107",NA,NA,"ON67",2011
"1108",NA,NA,"ON67",2012
"1109",NA,NA,"ON67",2013
"1110",NA,NA,"ON68",1998
"1111",NA,NA,"ON68",2000
"1112",NA,NA,"ON68",2001
"1113",NA,NA,"ON68",2002
"1114",NA,NA,"ON68",2003
"1115",NA,NA,"ON68",2004
"1116",NA,NA,"ON68",2005
"1117",NA,NA,"ON68",2006
"1118",NA,NA,"ON68",2007
"1119",NA,NA,"ON68",2008
"1120",NA,NA,"ON68",2009
"1121",NA,NA,"ON68",2010
"1122",NA,NA,"ON68",2011
"1123",NA,NA,"ON68",2012
"1124",NA,NA,"ON68",2013
"1125",NA,NA,"ON69",2000
"1126",NA,NA,"ON69",2003
"1127",NA,NA,"ON69",2004
"1128",NA,NA,"ON69",2005
"1129",NA,NA,"ON69",2006
"1130",NA,NA,"ON69",2007
"1131",NA,NA,"ON69",2009
"1132",NA,NA,"ON69",2010
"1133",NA,NA,"ON69",2011
"1134",NA,NA,"ON69",2012
"1135",NA,NA,"ON69",2013
"1136",0.090547866171,0.241564875529,"SU01",1998
"1137",0.320452780477,NA,"SU01",1999
"1138",0.0886603211726,0.0916177589583,"SU01",2000
"1139",NA,0.0375825378798,"SU01",2001
"1140",NA,0.08715,"SU01",2002
"1141",2.83458368107,0.0244218407256,"SU01",2003
"1142",0.133425163248,NA,"SU01",2004
"1143",3.51319646294,0.247777215537,"SU01",2005
"1144",0.663145349864,NA,"SU01",2006
"1145",0.103997937672,NA,"SU01",2007
"1146",0.0606713530219,0.128498608187,"SU01",2008
"1147",0.526616067603,NA,"SU01",2009
"1148",NA,0.0756024627377,"SU01",2010
"1149",1.01539448503,0.172149966837,"SU01",2011
"1150",NA,NA,"SU01",2012
"1151",NA,NA,"SU01",2013
"1152",0.132762436867,0.0317331845276,"SU02",1998
"1153",0.278484071017,NA,"SU02",1999
"1154",0.123462461347,0.0510519078921,"SU02",2000
"1155",NA,0.0211643398282,"SU02",2001
"1156",NA,NA,"SU02",2002
"1157",NA,NA,"SU02",2003
"1158",1.51174020203,NA,"SU02",2004
"1159",0.0848565123781,NA,"SU02",2005
"1160",0.0353484033509,NA,"SU02",2006
"1161",0.109119409153,NA,"SU02",2007
"1162",NA,NA,"SU02",2008
"1163",NA,NA,"SU02",2009
"1164",NA,NA,"SU02",2010
"1165",NA,NA,"SU02",2011
"1166",NA,NA,"SU02",2012
"1167",NA,NA,"SU02",2013
"1168",0.105087480195,NA,"SU03",1998
"1169",-0.207331518142,NA,"SU03",1999
"1170",0.065847232201,0.0546205975858,"SU03",2000
"1171",NA,0.0762148602102,"SU03",2001
"1172",NA,0.266475,"SU03",2002
"1173",NA,NA,"SU03",2003
"1174",0.132040765735,NA,"SU03",2004
"1175",0.0364487444051,NA,"SU03",2005
"1176",0.561954452509,NA,"SU03",2006
"1177",-0.00529618221734,NA,"SU03",2007
"1178",NA,NA,"SU03",2008
"1179",NA,NA,"SU03",2009
"1180",NA,NA,"SU03",2010
"1181",NA,NA,"SU03",2011
"1182",NA,NA,"SU03",2012
"1183",NA,NA,"SU03",2013
"1184",0.0469403282912,0.103796483592,"SU04",1998
"1185",0.0788764935264,NA,"SU04",1999
"1186",0.078249863697,0.0459204849164,"SU04",2000
"1187",NA,0.0213356601718,"SU04",2001
"1188",NA,0.3813875,"SU04",2002
"1189",0.111337652416,NA,"SU04",2003
"1190",0.0701802994487,NA,"SU04",2004
"1191",0.053788352532,NA,"SU04",2005
"1192",-0.0388671652742,NA,"SU04",2006
"1193",0.00551609009099,NA,"SU04",2007
"1194",NA,NA,"SU04",2008
"1195",NA,NA,"SU04",2009
"1196",NA,NA,"SU04",2010
"1197",0.31187811058,NA,"SU04",2011
"1198",NA,NA,"SU04",2012
"1199",NA,NA,"SU04",2013
"1200",0.0952575901808,NA,"SU05",1998
"1201",0.378624827778,NA,"SU05",1999
"1202",NA,0.146182803512,"SU05",2000
"1203",NA,0.0371428562364,"SU05",2001
"1204",NA,0.09595,"SU05",2002
"1205",0.175695960582,NA,"SU05",2003
"1206",0.0660363591206,NA,"SU05",2004
"1207",0.0694872657947,NA,"SU05",2005
"1208",0.00191055866514,NA,"SU05",2006
"1209",0.0248068847468,NA,"SU05",2007
"1210",NA,NA,"SU05",2008
"1211",NA,NA,"SU05",2009
"1212",NA,NA,"SU05",2010
"1213",NA,NA,"SU05",2011
"1214",NA,NA,"SU05",2012
"1215",NA,NA,"SU05",2013
"1216",0.0184655591591,0.323536768555,"SU06",1998
"1217",-0.0379559397513,NA,"SU06",1999
"1218",-0.000512831829269,0.202667156895,"SU06",2000
"1219",NA,0.219595858608,"SU06",2001
"1220",NA,0.1878375,"SU06",2002
"1221",0.0850117136262,NA,"SU06",2003
"1222",0.0105388780924,NA,"SU06",2004
"1223",0.0374433720458,NA,"SU06",2006
"1224",NA,NA,"SU06",2007
"1225",NA,NA,"SU06",2008
"1226",NA,NA,"SU06",2009
"1227",NA,NA,"SU06",2010
"1228",NA,NA,"SU06",2011
"1229",NA,NA,"SU06",2012
"1230",NA,NA,"SU06",2013
"1231",NA,NA,"SU07",1998
"1232",0.0324140872965,NA,"SU07",1999
"1233",0.153104382165,0.128727837534,"SU07",2000
"1234",NA,0.0247461047943,"SU07",2001
"1235",NA,0.5580875,"SU07",2002
"1236",0.00296790328091,NA,"SU07",2003
"1237",0.413018071786,NA,"SU07",2004
"1238",0.159059956227,NA,"SU07",2005
"1239",-0.366402087395,NA,"SU07",2006
"1240",NA,NA,"SU07",2007
"1241",NA,NA,"SU07",2008
"1242",NA,NA,"SU07",2009
"1243",NA,NA,"SU07",2010
"1244",NA,NA,"SU07",2011
"1245",NA,NA,"SU07",2012
"1246",NA,NA,"SU07",2013
"1247",0.0186954058454,0.0681534641072,"SU08",1998
"1248",0.0502015981284,NA,"SU08",1999
"1249",NA,0.0615572234328,"SU08",2000
"1250",NA,0.0183815863992,"SU08",2001
"1251",NA,0.047625,"SU08",2002
"1252",0.0773396293423,0.0327262932957,"SU08",2003
"1253",0.129896966991,0.0550580212794,"SU08",2004
"1254",0.308136034285,NA,"SU08",2005
"1255",0.0551450455638,NA,"SU08",2006
"1256",0.067960416905,NA,"SU08",2007
"1257",0.00930454412263,NA,"SU08",2008
"1258",0.0766386210112,0.0138132827727,"SU08",2009
"1259",NA,0.0759513942896,"SU08",2010
"1260",0.0601798755541,0.253425388296,"SU08",2011
"1261",NA,NA,"SU08",2012
"1262",NA,NA,"SU08",2013
"1263",-0.256063615499,0.0791775649276,"SU09",1998
"1264",0.0163921572875,NA,"SU09",1999
"1265",NA,0.0564671064595,"SU09",2000
"1266",NA,0.0813345824254,"SU09",2001
"1267",NA,0.0800626600757,"SU09",2002
"1268",0.558683600308,NA,"SU09",2003
"1269",0.00819752435582,NA,"SU09",2004
"1270",0.0716492834157,NA,"SU09",2006
"1271",0.0964272585346,NA,"SU09",2007
"1272",NA,NA,"SU09",2008
"1273",NA,NA,"SU09",2009
"1274",NA,NA,"SU09",2010
"1275",0.459436118173,NA,"SU09",2011
"1276",NA,NA,"SU09",2012
"1277",NA,NA,"SU09",2013
"1278",0.0415852137546,0.0391,"SU10",1998
"1279",0.0364100874887,NA,"SU10",1999
"1280",0.152200411622,0.0716587053326,"SU10",2000
"1281",NA,0.0622788582233,"SU10",2001
"1282",NA,0.0809384329894,"SU10",2002
"1283",0.00493690116645,NA,"SU10",2003
"1284",0.000335697154192,NA,"SU10",2004
"1285",0.0848541321016,NA,"SU10",2005
"1286",0.00933550235415,NA,"SU10",2006
"1287",NA,NA,"SU10",2007
"1288",NA,NA,"SU10",2008
"1289",NA,NA,"SU10",2009
"1290",NA,NA,"SU10",2010
"1291",0.0322210091104,NA,"SU10",2011
"1292",NA,NA,"SU10",2012
"1293",NA,NA,"SU10",2013
"1294",0.019154683438,0.0432950640303,"SU11",1998
"1295",0.53417215716,NA,"SU11",1999
"1296",0.174379609772,NA,"SU11",2000
"1297",NA,0.0425191125497,"SU11",2001
"1298",NA,0.129125,"SU11",2002
"1299",NA,NA,"SU11",2003
"1300",0.0574241045374,NA,"SU11",2004
"1301",0.043676215286,NA,"SU11",2006
"1302",0.0318641693301,NA,"SU11",2007
"1303",NA,NA,"SU11",2008
"1304",NA,NA,"SU11",2009
"1305",NA,NA,"SU11",2010
"1306",0.0280984281016,NA,"SU11",2011
"1307",NA,NA,"SU11",2012
"1308",NA,NA,"SU11",2013
"1309",0.000724264068708,0.0101863068196,"SU12",1998
"1310",0.437536130881,NA,"SU12",1999
"1311",NA,0.0239395321668,"SU12",2000
"1312",NA,0.00795888347649,"SU12",2001
"1313",NA,0.1647125,"SU12",2002
"1314",0.0956867009358,NA,"SU12",2003
"1315",0.021369328099,NA,"SU12",2004
"1316",0.137820105972,NA,"SU12",2005
"1317",0.153193326975,NA,"SU12",2006
"1318",0.109093408516,NA,"SU12",2007
"1319",NA,NA,"SU12",2008
"1320",NA,NA,"SU12",2009
"1321",NA,NA,"SU12",2010
"1322",NA,NA,"SU12",2011
"1323",NA,NA,"SU12",2012
"1324",NA,NA,"SU12",2013
"1325",0.0266602137546,0.277596246379,"SU13",1998
"1326",0.412375098257,NA,"SU13",1999
"1327",NA,NA,"SU13",2000
"1328",NA,0.0864456736957,"SU13",2001
"1329",NA,0.19681232592,"SU13",2002
"1330",NA,NA,"SU13",2003
"1331",0.150676893988,NA,"SU13",2004
"1332",0.315938899041,NA,"SU13",2005
"1333",0.0192762151675,NA,"SU13",2006
"1334",0.063254836611,NA,"SU13",2007
"1335",NA,NA,"SU13",2008
"1336",NA,NA,"SU13",2009
"1337",NA,NA,"SU13",2010
"1338",NA,NA,"SU13",2011
"1339",NA,NA,"SU13",2012
"1340",NA,NA,"SU13",2013
"1341",0.0154897186258,0.0665972718241,"SU14",1998
"1342",0.0985792370209,NA,"SU14",1999
"1343",0.000379504554346,0.0283915227919,"SU14",2000
"1344",NA,0.0886522970773,"SU14",2001
"1345",NA,0.2134125,"SU14",2002
"1346",0.0649942757979,NA,"SU14",2003
"1347",0.156692692988,NA,"SU14",2004
"1348",0.0255309823336,NA,"SU14",2005
"1349",0.753712817375,NA,"SU14",2006
"1350",0.0938493260671,NA,"SU14",2007
"1351",NA,NA,"SU14",2008
"1352",NA,NA,"SU14",2009
"1353",NA,NA,"SU14",2010
"1354",NA,NA,"SU14",2011
"1355",NA,NA,"SU14",2012
"1356",NA,NA,"SU14",2013
"1357",-0.0741679787853,0.253805434688,"SU15",1998
"1358",0.177842779643,NA,"SU15",1999
"1359",0.101803477148,0.12438334922,"SU15",2000
"1360",NA,0.162140648443,"SU15",2001
"1361",NA,0.0887375,"SU15",2002
"1362",NA,NA,"SU15",2003
"1363",0.287729779067,NA,"SU15",2004
"1364",0.00439165596971,NA,"SU15",2005
"1365",0.0319704283032,NA,"SU15",2006
"1366",0.0178511417983,NA,"SU15",2007
"1367",NA,NA,"SU15",2008
"1368",NA,NA,"SU15",2009
"1369",NA,NA,"SU15",2010
"1370",0.0592778437371,NA,"SU15",2011
"1371",NA,NA,"SU15",2012
"1372",NA,NA,"SU15",2013
"1373",NA,NA,"SU16",1998
"1374",0.0706293109857,NA,"SU16",1999
"1375",0.013233740623,0.0610732360552,"SU16",2000
"1376",NA,0.0306297204204,"SU16",2001
"1377",NA,0.2932375,"SU16",2002
"1378",0.236183348865,NA,"SU16",2003
"1379",0.0680914953211,NA,"SU16",2004
"1380",0.436864620109,NA,"SU16",2005
"1381",-0.0837693881814,NA,"SU16",2006
"1382",0.0138589922231,NA,"SU16",2007
"1383",NA,NA,"SU16",2008
"1384",NA,NA,"SU16",2009
"1385",NA,NA,"SU16",2010
"1386",0.0810382787975,NA,"SU16",2011
"1387",NA,NA,"SU16",2012
"1388",NA,NA,"SU16",2013
"1389",0.0522012779771,0.0454352660556,"SU17",1998
"1390",0.172150579028,NA,"SU17",1999
"1391",0.0117127220527,0.0139736896936,"SU17",2000
"1392",NA,0.0371080582618,"SU17",2001
"1393",NA,0.0203375,"SU17",2002
"1394",NA,0.01385,"SU17",2003
"1395",0.005806660364,0.0173792000384,"SU17",2004
"1396",1.06267500211,NA,"SU17",2005
"1397",0.0619738114157,0.0772560591906,"SU17",2006
"1398",0.127603679805,NA,"SU17",2007
"1399",0.22114489056,0.0371894560244,"SU17",2008
"1400",0.175572111612,0.0406651892018,"SU17",2009
