"","Station","Lat","Long","LEP","UHY","maxDepth","minDepth","springBottomTemp","springMaxSurfaceTemp","springSum_10","springSum_15","springSum_20","springSum_5","springSum_LEP","springSum_UHY","springSum_bottom","springSurfaceTemp","springTemperature_meanLEP","springTemperature_meanUHY","springUHYTemp","summerBottomTemp","summerMaxSurfaceTemp","summerSum_10","summerSum_15","summerSum_20","summerSum_5","summerSum_LEP","summerSum_UHY","summerSum_bottom","summerSurfaceTemp","summerTemperature_meanLEP","summerTemperature_meanUHY","summerUHYTemp","year"
"36","SU02",47.361,-85.621,6.25,21.5,143.75,3,1.18634375434,1.26693697925,34.7479614712,58.5571297487,82.3082370854,10.9360291259,16.8878185282,89.4359763859,925.361873913,1.20627275202,49.0326824922,120.445826241,1.18634375434,5.09410146222,13.6757090888,384.738883,610.215965684,790.473656617,123.06091469,191.411944824,822.42193409,2757.24875579,13.6722817731,523.711715603,947.625143069,5.09410146222,2013
"37","SU03",46.894,-85.851,9.25,23.5,142.75,3,0.611698920868,0.588474970745,16.9009838855,28.3404335408,39.9994043632,5.27352283455,15.1797949418,48.4851916455,483.713341692,0.583838266991,22.6263742834,76.7365016801,0.611698920868,4.12029971366,9.67573920775,271.748446766,422.890137348,528.653970908,86.6464241993,245.330578078,588.617398876,2431.81312512,9.43579146454,352.940610339,753.858945144,4.12029971366,1996
"38","SU03",46.894,-85.851,9.25,25,142.75,3,1.26823162913,1.32126695247,37.6005847236,63.0795368387,88.9276363713,11.8079640967,33.754703282,114.314045832,716.928654778,1.29825781854,50.3130857992,158.74058549,1.26823162913,4.36008370491,11.562006166,328.573284165,499.891259904,612.646841395,103.503619022,295.999265347,706.034456385,2541.12174007,11.3845871287,423.69119805,853.677207122,4.36008370491,1997
"39","SU03",46.894,-85.851,16.25,45.5,142.75,3,3.16038547273,3.15890688634,91.5495423106,154.686650626,217.913705386,28.4167651622,170.48271505,540.340484033,1773.73841391,3.15708731574,123.107734981,391.827657779,3.16038547273,5.03636378405,18.9536982335,546.663742712,918.918446776,1256.08661817,170.477079506,1010.30747827,2094.76109674,3744.23484216,18.7093977458,734.681752451,1830.65744544,5.03636378405,1998
"40","SU03",46.894,-85.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999
"41","SU03",46.894,-85.851,12.75,32.5,142.75,3,2.39988716016,2.39533700616,69.4544699386,117.343832491,165.221222801,21.5560375219,95.79693416,284.934199042,1361.46885998,2.394923354,93.4023003175,296.936869123,2.39988716016,5.15702642061,15.4934493077,437.978108941,729.192790843,948.196867383,139.024067303,600.240042514,1286.29084652,3103.95184032,15.0060010628,585.5692181,1311.73804463,5.15702642061,2000
"42","SU03",46.894,-85.851,8.75,25.5,142.75,3,1.76113075644,1.79399772502,51.31374057,86.5921732381,121.879237258,16.0409717642,42.4967306591,160.648109422,989.803852371,1.77069711079,68.9536507566,218.703475077,1.76113075644,5.02298088745,15.8325687715,453.21061875,713.62484913,878.335121612,142.284903747,377.076111433,1000.10009972,2909.45984277,15.711504643,598.699689214,1155.56177359,5.02298088745,2001
"43","SU03",46.894,-85.851,NA,31,142.75,3,2.15682866117,2.16477844562,62.5966025461,105.72619882,148.863464407,19.4479816514,NA,243.800873192,1209.17259079,2.16477844562,84.1624422558,267.523259424,2.15682866117,5.69110463114,17.209530496,444.276252132,675.788391092,854.722572365,149.794618846,NA,1155.19783901,3034.28098337,17.209530496,565.648152691,1216.20797637,5.69110463114,2002
"44","SU03",46.894,-85.851,15.25,26,142.75,3,0.975578033009,1.06903581807,28.905254752,48.4411369442,67.9696894253,9.38026834412,49.4201206753,91.3619085432,647.881468886,0.988402413506,38.6785536481,121.509980066,0.975578033009,5.04002089242,12.5959787454,365.152761127,616.559242703,830.172747374,113.349799515,628.927084638,990.885588887,2885.59008404,12.5785416928,490.979848972,1138.45596032,5.04002089242,2003
"45","SU03",46.894,-85.851,NA,NA,142.75,3,1.88277470824,1.53591704951,44.5533660311,75.2617763548,105.856791605,13.8320684044,NA,NA,916.148405157,1.53591704951,59.9096868718,190.375649372,1.88277470824,3.7968702665,7.48346546988,215.01964817,355.655744279,484.845498293,67.3642942943,NA,NA,2532.27242894,7.48346546988,287.562406784,803.873267481,3.7968702665,2004
"46","SU03",46.894,-85.851,29.25,43.5,142.75,3,1.75941073262,1.76468526179,51.1088383408,86.2975533632,121.465899308,15.9287074369,186.53472121,286.809262071,1058.43534023,1.75976152085,68.6997800807,218.157829493,1.75941073262,5.17121094331,14.0654815034,401.055528124,665.342667064,927.729570293,126.789421516,1409.53565294,1783.89777237,3437.31772944,13.2975061598,533.667101978,1564.05917413,5.17121094331,2005
"47","SU03",46.894,-85.851,6.75,29.5,142.75,3,2.18748981338,2.1197229429,61.6079778596,105.045932067,148.660102375,19.0199066812,33.8025572553,231.705552283,1228.43348035,2.11265982846,83.2856880863,268.888750725,2.18748981338,4.6209495738,17.2866510202,483.686048554,775.151766164,986.080933926,155.327316423,276.173383147,1205.20628025,2979.14112738,17.2608364467,634.225540741,1281.54613553,4.6209495738,2006
"48","SU03",46.894,-85.851,10.75,43.5,142.75,3,1.35008544852,1.34042592397,38.8339711786,65.6282301498,92.4462772387,12.0496376341,42.8550827044,219.039577608,804.593681447,1.33922133451,52.2329528053,166.376127621,1.35008544852,4.99007837409,17.3107050661,501.598490381,819.495626143,1106.71856579,155.784461279,553.335788703,1883.13257087,3526.03863011,17.291743397,667.726532557,1664.50019188,4.99007837409,2007
"49","SU03",46.894,-85.851,13.25,30.5,142.75,3,1.88097890051,1.86287374416,52.5884492752,89.7736292237,127.242159252,16.3376767318,76.6787386882,206.170541733,1067.98674725,1.82568425448,71.0841737185,230.663035683,1.88097890051,4.94490433604,17.8681896849,515.836390263,848.041234302,1026.32201298,160.777730758,744.071228534,1271.69517149,3078.57350724,17.7159816318,691.518628216,1334.0166163,4.94490433604,2008
"50","SU03",46.894,-85.851,9.25,38,142.75,3,1.32757962137,1.28625726686,37.109896586,63.1652026426,89.4827211109,11.5047959124,33.2715057755,185.006784615,807.382509484,1.27967329906,50.1230627661,162.432820857,1.32757962137,4.57885769182,14.4895570053,416.859904712,683.859661118,934.838877567,129.870365991,374.427121,1429.38843628,3072.39085036,14.4010431154,553.806466199,1347.65276002,4.57885769182,2009
"51","SU03",46.894,-85.851,19.75,40.5,142.75,3,2.59689466622,2.61843040903,75.7339905481,127.808586023,179.994406887,23.5589395094,177.381535579,393.257695775,1460.80587274,2.6085519938,101.775645483,323.129417025,2.59689466622,5.4063174001,18.311162334,530.664797306,889.040310055,1240.30389334,164.550649427,1223.0655901,2034.3294735,3715.67616263,17.986258678,711.357692256,1874.6612005,5.4063174001,2010
"52","SU03",46.894,-85.851,NA,38.5,142.75,3,1.49238968075,1.47672459004,42.85214052,72.4566207679,102.180369116,13.2934677014,NA,212.515535499,844.04720723,1.47672459004,57.6552857755,184.145042021,1.49238968075,5.03380604018,15.4767343289,427.704443608,667.237520036,863.765986869,138.87283267,NA,1405.45280968,3037.96670819,15.4767343289,555.338470652,1300.45831786,5.03380604018,2011
"53","SU03",46.894,-85.851,8.75,49,142.75,3,2.85406189275,2.83376024081,82.0768924199,138.698819895,195.363067873,25.491114902,67.9333380868,525.087014117,1602.29639851,2.83055575362,110.378589613,351.408540723,2.85406189275,4.48268635591,17.8596807519,515.844301888,856.410393791,1179.55413976,160.596054011,427.581198552,2099.18626896,3581.40005322,17.815883273,688.7169901,1788.8879826,4.48268635591,2012
"54","SU03",46.894,-85.851,9.25,28.5,142.75,3,1.39119059961,1.5183208707,40.9235924019,68.5535156424,96.1869232979,13.2647902659,36.7789311004,143.248561266,797.236049397,1.41457427309,54.7311146462,172.556286009,1.39119059961,4.9611446477,15.3679106432,444.772371817,716.069900475,925.270127794,138.286731721,399.265420997,1141.52137533,2959.70920206,15.356362346,585.965874284,1240.21719317,4.9611446477,2013
"55","SU04",47.259,-86.348,NA,NA,136.75,3,0.836199576232,0.281920073276,7.86383140088,13.0455565811,18.3277644069,2.5020999619,NA,NA,244.332529905,0.281920073276,10.9774193302,26.741562077,0.836199576232,3.80670133252,5.42135699901,153.178358456,252.912831243,345.597845239,48.7278919848,NA,NA,2171.86010093,5.42135699901,213.499070139,476.93332823,3.80670133252,1996
"56","SU04",47.259,-86.348,NA,25.5,136.75,3,1.41739400126,1.41524698931,40.8279021087,68.959664842,97.0976854828,12.7031727699,NA,128.162466833,765.405512009,1.41524698931,57.706310018,142.329801007,1.41739400126,4.85218241479,10.3763456119,256.294425267,408.418993943,535.677523877,91.0085832061,NA,655.776319945,2406.5733437,10.3763456119,349.428999822,703.065090362,4.85218241479,1997
"57","SU04",47.259,-86.348,NA,26.5,136.75,3,3.16454188845,3.08402820315,89.7435364964,152.681438106,215.838895117,27.7839121663,NA,298.069599261,1701.1036295,3.08402820315,127.454791741,317.066522128,3.16454188845,5.34107990057,19.5605775459,548.39998227,919.975033219,1130.52813761,172.34233506,NA,1284.41506072,3108.83794868,19.5605775459,772.703926623,1316.26355911,5.34107990057,1998
"58","SU04",47.259,-86.348,13.25,34.5,136.75,3,2.6397669538,2.63562269927,76.3763904631,129.013456996,181.760318694,23.6870388672,110.592373592,334.836621231,1414.30428273,2.63315175219,107.961110505,266.143068082,2.6397669538,4.45882701074,15.1302999671,438.062723679,736.215025381,961.871225185,136.106860058,633.422638382,1296.93016122,2890.38370315,15.08149139,618.479545715,1168.88095034,4.45882701074,1999
"59","SU04",47.259,-86.348,19.25,32.5,136.75,3,2.58288694903,2.5816810937,74.4924046035,126.120599197,177.750606447,22.8980213209,170.0043816,306.867988844,1383.91438488,2.57582396364,105.469163177,260.382904479,2.58288694903,4.89351088513,15.2449654566,440.75814653,740.705341739,1036.58299393,137.159657565,993.061218962,1410.43851058,3083.86387822,15.0463821055,620.816088938,1315.87716955,4.89351088513,2000
"60","SU04",47.259,-86.348,NA,20,136.75,3,1.76200069854,1.76890981369,51.0829318679,86.3999875657,121.647472534,15.8743734159,NA,121.647472534,959.838713444,1.76890981369,72.2699798727,178.243762636,1.76200069854,5.24273600357,13.5656451776,351.001116018,521.523771518,637.645315119,118.108400914,NA,637.645315119,2512.30128339,13.5656451776,463.148733706,795.370991125,5.24273600357,2001
"61","SU04",47.259,-86.348,13.75,45.5,136.75,3,2.18419084709,2.09500165911,60.4159813131,102.323361777,145.465518228,18.8028230524,91.7423541943,367.630359503,1167.15004236,2.08505350442,85.474606235,215.017362108,2.18419084709,4.21718187433,14.4831203526,415.664135309,687.99329413,929.347513602,130.342432367,621.884184257,1613.01534436,3017.29688567,14.1337314604,581.342923167,1215.57034325,4.21718187433,2002
"62","SU04",47.259,-86.348,8.25,18.5,136.75,3,0.64486767767,0.652760389315,18.795470733,31.6954469131,44.5900267767,5.85689239899,14.2670803617,40.7167254981,508.825364568,0.648503652802,26.5363606155,65.2885708408,0.64486767767,5.52022001173,13.8543185246,395.234562412,572.859633907,689.113273091,124.347055159,303.207051596,656.605571643,2570.72036177,13.7821387089,513.030398656,848.678817652,5.52022001173,2003
"63","SU04",47.259,-86.348,9.75,25.5,136.75,3,1.68651647524,1.68546428031,48.8567827665,82.556250184,116.278752903,15.1560730393,47.1718650888,153.390795136,906.801368759,1.68470946746,69.0777595971,170.264332192,1.68651647524,5.17209224974,12.6089275569,364.604244634,598.021921141,792.489455638,113.400983906,352.117889987,942.345591689,2706.51177743,12.5756389281,509.103720404,992.115664207,5.17209224974,2004
"64","SU04",47.259,-86.348,18.25,25.5,136.75,3,2.00209739121,2.00240199471,57.8346070315,97.8460912498,137.842530792,17.922358879,123.847275371,181.848018153,1085.10747614,1.99753669953,81.8519820628,201.86743742,2.00209739121,5.86414822018,16.6405938346,482.436059741,815.16067108,1140.35684379,149.744260509,1031.1772317,1349.79596784,3194.7814364,16.6318908338,682.057902012,1405.66549899,5.86414822018,2005
"65","SU04",47.259,-86.348,9.75,26.5,136.75,3,2.35570857608,2.40211450244,69.3546311402,116.903385633,164.062842117,21.5334640915,66.9659649882,225.362821943,1269.48113092,2.39164160672,97.936226625,239.497834079,2.35570857608,5.43826214763,16.3567861473,458.381979291,763.62129422,994.492128312,146.145078183,443.094862464,1187.79327637,2920.94845867,15.8248165166,644.80397291,1219.12613148,5.43826214763,2006
"66","SU04",47.259,-86.348,17.75,26.5,136.75,3,1.66012179674,1.70903946556,49.1793117716,83.0676373402,116.270657882,15.1984207453,101.330470738,159.436180847,906.292282337,1.68884117896,69.6052396154,169.396779849,1.66012179674,5.17769842434,13.7973455084,392.081288538,656.843515188,900.934898836,124.137292923,801.851294552,1068.58380191,2940.41676228,13.3641882425,551.059247918,1099.33204804,5.17769842434,2007
"67","SU04",47.259,-86.348,8.25,23.5,136.75,3,1.94018974982,1.95186721769,56.1272192323,94.6705905815,133.429475315,17.5364993899,42.6296593464,160.588043552,1062.8079333,1.93771178847,79.2495161013,195.518995311,1.94018974982,4.85847857469,15.2935819269,432.791437304,675.859661736,801.373004511,137.174834377,332.914285226,873.243698847,2688.01712629,15.1324675103,591.130885957,957.550432706,4.85847857469,2008
